,word,sentiment
2875,culinary,trust
2876,cull,negative
2877,culmination,positive
2878,culpability,negative
2879,culpable,negative
2880,culprit,negative
2881,cult,fear
2882,cult,negative
2883,cultivate,anticipation
2884,cultivate,positive
2885,cultivate,trust
2886,cultivated,positive
2887,cultivation,positive
2888,culture,positive
2889,cumbersome,negative
2890,cumbersome,sadness
2891,cunning,negative
2892,cunning,positive
2893,cupping,disgust
2894,cupping,fear
2895,cupping,negative
2896,cupping,sadness
2897,cur,anger
2898,cur,disgust
2899,cur,fear
2900,cur,negative
2901,curable,positive
2902,curable,trust
2903,curiosity,anticipation
2904,curiosity,positive
2905,curiosity,surprise
2906,curl,positive
2907,curse,anger
2908,curse,disgust
2909,curse,fear
2910,curse,negative
2911,curse,sadness
2912,cursed,anger
2913,cursed,fear
2914,cursed,negative
2915,cursed,sadness
2916,cursing,anger
2917,cursing,disgust
2918,cursing,negative
2919,cursory,negative
2920,cushion,positive
2921,cussed,anger
2922,custodian,trust
2923,custody,trust
2924,customer,positive
2925,cute,positive
2926,cutter,fear
2927,cutter,negative
2928,cutters,positive
2929,cutthroat,anger
2930,cutthroat,fear
2931,cutthroat,negative
2932,cutting,anger
2933,cutting,disgust
2934,cutting,fear
2935,cutting,negative
2936,cutting,sadness
2937,cyanide,fear
2938,cyanide,negative
2939,cyclone,fear
2940,cyclone,negative
2941,cyclone,surprise
2942,cyst,fear
2943,cyst,negative
2944,cyst,sadness
2945,cystic,disgust
2946,cytomegalovirus,negative
2947,cytomegalovirus,sadness
2948,dabbling,anger
2949,dabbling,disgust
2950,dabbling,negative
2951,daemon,anger
2952,daemon,disgust
2953,daemon,fear
2954,daemon,negative
2955,daemon,sadness
2956,daemon,surprise
2957,daft,disgust
2958,daft,negative
2959,dagger,fear
2960,dagger,negative
2961,daily,anticipation
2962,damage,anger
2963,damage,disgust
2964,damage,negative
2965,damage,sadness
2966,damages,negative
2967,damages,sadness
2968,dame,anger
2969,dame,disgust
2970,dame,positive
2971,dame,trust
2972,damn,anger
2973,damn,disgust
2974,damn,negative
2975,damnation,anger
2976,damnation,fear
2977,damnation,negative
2978,damnation,sadness
2979,damned,negative
2980,damper,negative
2981,dance,joy
2982,dance,positive
2983,dance,trust
2984,dandruff,negative
2985,dandy,disgust
2986,dandy,negative
2987,danger,fear
2988,danger,negative
2989,danger,sadness
2990,dangerous,fear
2991,dangerous,negative
2992,dank,disgust
2993,dare,anticipation
2994,dare,trust
2995,daring,positive
2996,dark,sadness
2997,darken,fear
2998,darken,negative
2999,darken,sadness
3000,darkened,fear
3001,darkened,negative
3002,darkened,sadness
3003,darkness,anger
3004,darkness,fear
3005,darkness,negative
3006,darkness,sadness
3007,darling,joy
3008,darling,positive
3009,darling,trust
3010,dart,fear
3011,dashed,anger
3012,dashed,fear
3013,dashed,negative
3014,dashed,sadness
3015,dashing,positive
3016,dastardly,anger
3017,dastardly,disgust
3018,dastardly,fear
3019,dastardly,negative
3020,daughter,joy
3021,daughter,positive
3022,dawn,anticipation
3023,dawn,joy
3024,dawn,positive
3025,dawn,surprise
3026,dawn,trust
3027,dazed,negative
3028,deacon,trust
3029,deactivate,negative
3030,deadlock,negative
3031,deadly,anger
3032,deadly,disgust
3033,deadly,fear
3034,deadly,negative
3035,deadly,sadness
3036,deal,anticipation
3037,deal,joy
3038,deal,positive
3039,deal,surprise
3040,deal,trust
3041,dealings,trust
3042,dear,positive
3043,death,anger
3044,death,anticipation
3045,death,disgust
3046,death,fear
3047,death,negative
3048,death,sadness
3049,death,surprise
3050,debacle,fear
3051,debacle,negative
3052,debacle,sadness
3053,debate,positive
3054,debauchery,disgust
3055,debauchery,fear
3056,debauchery,negative
3057,debenture,anticipation
3058,debris,disgust
3059,debris,negative
3060,debt,negative
3061,debt,sadness
3062,debtor,negative
3063,decay,fear
3064,decay,negative
3065,decay,sadness
3066,decayed,disgust
3067,decayed,negative
3068,decayed,sadness
3069,deceased,negative
3070,deceased,sadness
3071,deceit,anger
3072,deceit,disgust
3073,deceit,fear
3074,deceit,negative
3075,deceit,sadness
3076,deceit,surprise
3077,deceitful,disgust
3078,deceitful,negative
3079,deceitful,sadness
3080,deceive,anger
3081,deceive,disgust
3082,deceive,negative
3083,deceive,sadness
3084,deceived,anger
3085,deceived,negative
3086,deceiving,negative
3087,deceiving,trust
3088,decency,positive
3089,decent,positive
3090,deception,negative
3091,deceptive,negative
3092,declaratory,positive
3093,declination,negative
3094,decline,negative
3095,declining,negative
3096,decompose,disgust
3097,decomposed,sadness
3098,decomposition,disgust
3099,decomposition,fear
3100,decomposition,negative
3101,decomposition,sadness
3102,decoy,surprise
3103,decrease,negative
3104,decrement,negative
3105,decrepit,negative
3106,decry,anger
3107,decry,negative
3108,dedication,positive
3109,deduct,negative
3110,deed,trust
3111,defamation,disgust
3112,defamation,fear
3113,defamation,negative
3114,defamatory,anger
3115,defamatory,negative
3116,default,disgust
3117,default,fear
3118,default,negative
3119,default,sadness
3120,defeat,negative
3121,defeated,negative
3122,defeated,sadness
3123,defect,anger
3124,defect,negative
3125,defection,fear
3126,defection,negative
3127,defective,disgust
3128,defective,negative
3129,defend,fear
3130,defend,positive
3131,defendant,anger
3132,defendant,fear
3133,defendant,sadness
3134,defended,positive
3135,defended,trust
3136,defender,positive
3137,defender,trust
3138,defending,positive
3139,defense,anger
3140,defense,anticipation
3141,defense,fear
3142,defense,positive
3143,defenseless,fear
3144,defenseless,negative
3145,defenseless,sadness
3146,deference,positive
3147,deference,trust
3148,deferral,negative
3149,defiance,anger
3150,defiance,disgust
3151,defiance,fear
3152,defiance,negative
3153,defiant,anger
3154,defiant,negative
3155,deficiency,negative
3156,deficit,negative
3157,definitive,positive
3158,definitive,trust
3159,deflate,anger
3160,deflate,negative
3161,deflate,sadness
3162,deflation,fear
3163,deflation,negative
3164,deform,disgust
3165,deform,negative
3166,deformed,disgust
3167,deformed,negative
3168,deformed,sadness
3169,deformity,disgust
3170,deformity,fear
3171,deformity,negative
3172,deformity,sadness
3173,defraud,anger
3174,defraud,disgust
3175,defraud,negative
3176,defunct,negative
3177,defunct,sadness
3178,defy,anger
3179,defy,fear
3180,defy,negative
3181,defy,sadness
3182,defy,surprise
3183,degeneracy,anger
3184,degeneracy,disgust
3185,degeneracy,negative
3186,degeneracy,sadness
3187,degenerate,negative
3188,degradation,negative
3189,degrade,disgust
3190,degrade,negative
3191,degrading,disgust
3192,degrading,fear
3193,degrading,negative
3194,degrading,sadness
3195,degree,positive
3196,delay,anger
3197,delay,disgust
3198,delay,fear
3199,delay,negative
3200,delay,sadness
3201,delayed,negative
3202,delectable,positive
3203,delegate,positive
3204,delegate,trust
3205,deleterious,anger
3206,deleterious,disgust
3207,deleterious,fear
3208,deleterious,negative
3209,deletion,negative
3210,deliberate,positive
3211,delicious,joy
3212,delicious,positive
3213,delight,anticipation
3214,delight,joy
3215,delight,positive
3216,delighted,anticipation
3217,delighted,joy
3218,delighted,positive
3219,delighted,surprise
3220,delightful,anticipation
3221,delightful,joy
3222,delightful,positive
3223,delightful,trust
3224,delinquency,negative
3225,delinquent,anger
3226,delinquent,disgust
3227,delinquent,negative
3228,delirious,negative
3229,delirious,sadness
3230,delirium,disgust
3231,delirium,negative
3232,delirium,sadness
3233,deliverance,anticipation
3234,deliverance,joy
3235,deliverance,positive
3236,deliverance,trust
3237,delivery,anticipation
3238,delivery,positive
3239,deluge,fear
3240,deluge,negative
3241,deluge,sadness
3242,deluge,surprise
3243,delusion,anger
3244,delusion,fear
3245,delusion,negative
3246,delusion,sadness
3247,delusional,anger
3248,delusional,fear
3249,delusional,negative
3250,demand,anger
3251,demand,negative
3252,demanding,negative
3253,demented,fear
3254,demented,negative
3255,dementia,fear
3256,dementia,negative
3257,dementia,sadness
3258,demise,fear
3259,demise,negative
3260,demise,sadness
3261,democracy,positive
3262,demolish,anger
3263,demolish,negative
3264,demolish,sadness
3265,demolition,negative
3266,demon,anger
3267,demon,disgust
3268,demon,fear
3269,demon,negative
3270,demon,sadness
3271,demonic,anger
3272,demonic,disgust
3273,demonic,fear
3274,demonic,negative
3275,demonic,sadness
3276,demonstrable,positive
3277,demonstrative,joy
3278,demonstrative,positive
3279,demonstrative,sadness
3280,demoralized,fear
3281,demoralized,negative
3282,demoralized,sadness
3283,denial,negative
3284,denied,negative
3285,denied,sadness
3286,denounce,anger
3287,denounce,disgust
3288,denounce,negative
3289,dentistry,fear
3290,denunciation,anger
3291,denunciation,disgust
3292,denunciation,fear
3293,denunciation,negative
3294,deny,anger
3295,deny,negative
3296,denying,anticipation
3297,denying,negative
3298,depart,anticipation
3299,depart,sadness
3300,departed,negative
3301,departed,sadness
3302,departure,negative
3303,departure,sadness
3304,depend,anticipation
3305,depend,trust
3306,dependence,fear
3307,dependence,negative
3308,dependence,sadness
3309,dependency,negative
3310,dependent,negative
3311,dependent,positive
3312,dependent,trust
3313,deplorable,anger
3314,deplorable,disgust
3315,deplorable,fear
3316,deplorable,negative
3317,deplorable,sadness
3318,deplore,anger
3319,deplore,disgust
3320,deplore,negative
3321,deplore,sadness
3322,deport,fear
3323,deport,negative
3324,deport,sadness
3325,deportation,anger
3326,deportation,fear
3327,deportation,negative
3328,deportation,sadness
3329,depository,trust
3330,depraved,anger
3331,depraved,anticipation
3332,depraved,disgust
3333,depraved,fear
3334,depraved,negative
3335,depraved,sadness
3336,depravity,anger
3337,depravity,disgust
3338,depravity,negative
3339,depreciate,anger
3340,depreciate,disgust
3341,depreciate,negative
3342,depreciated,anger
3343,depreciated,disgust
3344,depreciated,fear
3345,depreciated,negative
3346,depreciated,sadness
3347,depreciation,fear
3348,depreciation,negative
3349,depress,fear
3350,depress,negative
3351,depress,sadness
3352,depressed,anger
3353,depressed,fear
3354,depressed,negative
3355,depressed,sadness
3356,depressing,disgust
3357,depressing,negative
3358,depressing,sadness
3359,depression,negative
3360,depression,sadness
3361,depressive,negative
3362,depressive,sadness
3363,deprivation,anger
3364,deprivation,disgust
3365,deprivation,fear
3366,deprivation,negative
3367,deprivation,sadness
3368,depth,positive
3369,depth,trust
3370,deputy,trust
3371,deranged,anger
3372,deranged,disgust
3373,deranged,fear
3374,deranged,negative
3375,derelict,negative
3376,derision,anger
3377,derision,disgust
3378,derision,negative
3379,dermatologist,trust
3380,derogation,anger
3381,derogation,disgust
3382,derogation,fear
3383,derogation,negative
3384,derogation,sadness
3385,derogatory,anger
3386,derogatory,disgust
3387,derogatory,fear
3388,derogatory,negative
3389,derogatory,sadness
3390,descent,fear
3391,descent,sadness
3392,descriptive,positive
3393,desecration,anger
3394,desecration,disgust
3395,desecration,fear
3396,desecration,negative
3397,desecration,sadness
3398,desert,anger
3399,desert,disgust
3400,desert,fear
3401,desert,negative
3402,desert,sadness
3403,deserted,anger
3404,deserted,disgust
3405,deserted,fear
3406,deserted,negative
3407,deserted,sadness
3408,desertion,negative
3409,deserve,anger
3410,deserve,anticipation
3411,deserve,positive
3412,deserve,trust
3413,deserved,positive
3414,designation,trust
3415,designer,positive
3416,desirable,positive
3417,desiring,positive
3418,desirous,positive
3419,desist,anger
3420,desist,disgust
3421,desist,negative
3422,desolation,fear
3423,desolation,negative
3424,desolation,sadness
3425,despair,anger
3426,despair,disgust
3427,despair,fear
3428,despair,negative
3429,despair,sadness
3430,despairing,fear
3431,despairing,negative
3432,despairing,sadness
3433,desperate,negative
3434,despicable,anger
3435,despicable,disgust
3436,despicable,negative
3437,despise,anger
3438,despise,disgust
3439,despise,negative
3440,despotic,fear
3441,despotic,negative
3442,despotism,anger
3443,despotism,disgust
3444,despotism,fear
3445,despotism,negative
3446,despotism,sadness
3447,destination,anticipation
3448,destination,fear
3449,destination,joy
3450,destination,positive
3451,destination,sadness
3452,destination,surprise
3453,destined,anticipation
3454,destitute,fear
3455,destitute,negative
3456,destitute,sadness
3457,destroyed,anger
3458,destroyed,fear
3459,destroyed,negative
3460,destroyed,sadness
3461,destroyer,anger
3462,destroyer,fear
3463,destroyer,negative
3464,destroying,anger
3465,destroying,fear
3466,destroying,negative
3467,destroying,sadness
3468,destruction,anger
3469,destruction,negative
3470,destructive,anger
3471,destructive,disgust
3472,destructive,fear
3473,destructive,negative
3474,detachment,negative
3475,detain,negative
3476,detainee,anger
3477,detainee,anticipation
3478,detainee,fear
3479,detainee,negative
3480,detainee,sadness
3481,detect,positive
3482,detection,positive
3483,detention,negative
3484,detention,sadness
3485,deteriorate,fear
3486,deteriorate,negative
3487,deteriorate,sadness
3488,deteriorated,disgust
3489,deteriorated,negative
3490,deteriorated,sadness
3491,deterioration,anger
3492,deterioration,disgust
3493,deterioration,fear
3494,deterioration,negative
3495,deterioration,sadness
3496,determinate,anticipation
3497,determinate,trust
3498,determination,positive
3499,determination,trust
3500,determined,positive
3501,detest,anger
3502,detest,disgust
3503,detest,negative
3504,detonate,fear
3505,detonate,negative
3506,detonate,surprise
3507,detonation,anger
3508,detract,anger
3509,detract,negative
3510,detriment,negative
3511,detrimental,negative
3512,detritus,negative
3513,devastate,anger
3514,devastate,fear
3515,devastate,negative
3516,devastate,sadness
3517,devastating,anger
3518,devastating,disgust
3519,devastating,fear
3520,devastating,negative
3521,devastating,sadness
3522,devastating,trust
3523,devastation,anger
3524,devastation,fear
3525,devastation,negative
3526,devastation,sadness
3527,devastation,surprise
3528,develop,anticipation
3529,develop,positive
3530,deviation,sadness
3531,devil,anger
3532,devil,anticipation
3533,devil,disgust
3534,devil,fear
3535,devil,negative
3536,devil,sadness
3537,devilish,disgust
3538,devilish,fear
3539,devilish,negative
3540,devious,negative
3541,devolution,negative
3542,devotional,positive
3543,devotional,trust
3544,devour,negative
3545,devout,anticipation
3546,devout,joy
3547,devout,positive
3548,devout,trust
3549,dexterity,positive
3550,diabolical,anger
3551,diabolical,disgust
3552,diabolical,fear
3553,diabolical,negative
3554,diagnosis,anticipation
3555,diagnosis,fear
3556,diagnosis,negative
3557,diagnosis,trust
3558,diamond,joy
3559,diamond,positive
3560,diaper,disgust
3561,diarrhoea,disgust
3562,diary,joy
3563,diary,positive
3564,diary,trust
3565,diatribe,anger
3566,diatribe,disgust
3567,diatribe,negative
3568,dictator,fear
3569,dictator,negative
3570,dictatorial,anger
3571,dictatorial,negative
3572,dictatorship,anger
3573,dictatorship,anticipation
3574,dictatorship,disgust
3575,dictatorship,fear
3576,dictatorship,negative
3577,dictatorship,sadness
3578,dictionary,positive
3579,dictionary,trust
3580,dictum,trust
3581,didactic,positive
3582,die,fear
3583,die,negative
3584,die,sadness
3585,dietary,anticipation
3586,dietary,positive
3587,differential,trust
3588,differently,surprise
3589,difficult,fear
3590,difficulties,negative
3591,difficulties,sadness
3592,difficulty,anger
3593,difficulty,fear
3594,difficulty,negative
3595,difficulty,sadness
3596,digit,trust
3597,dignified,positive
3598,dignity,positive
3599,dignity,trust
3600,digress,anticipation
3601,digress,negative
3602,dike,fear
3603,dilapidated,disgust
3604,dilapidated,negative
3605,dilapidated,sadness
3606,diligence,positive
3607,diligence,trust
3608,dilute,negative
3609,diminish,negative
3610,diminish,sadness
3611,diminished,negative
3612,din,negative
3613,dinner,positive
3614,dinosaur,fear
3615,diplomacy,anticipation
3616,diplomacy,positive
3617,diplomacy,trust
3618,diplomatic,positive
3619,diplomatic,trust
3620,dire,disgust
3621,dire,fear
3622,dire,negative
3623,dire,sadness
3624,dire,surprise
3625,director,positive
3626,director,trust
3627,dirt,disgust
3628,dirt,negative
3629,dirty,disgust
3630,dirty,negative
3631,disability,negative
3632,disability,sadness
3633,disable,fear
3634,disable,negative
3635,disable,sadness
3636,disabled,fear
3637,disabled,negative
3638,disabled,sadness
3639,disaffected,negative
3640,disagree,anger
3641,disagree,negative
3642,disagreeing,anger
3643,disagreeing,negative
3644,disagreeing,sadness
3645,disagreement,anger
3646,disagreement,negative
3647,disagreement,sadness
3648,disallowed,anger
3649,disallowed,disgust
3650,disallowed,fear
3651,disallowed,negative
3652,disallowed,sadness
3653,disappear,fear
3654,disappoint,anger
3655,disappoint,disgust
3656,disappoint,negative
3657,disappoint,sadness
3658,disappointed,anger
3659,disappointed,disgust
3660,disappointed,negative
3661,disappointed,sadness
3662,disappointing,negative
3663,disappointing,sadness
3664,disappointment,disgust
3665,disappointment,negative
3666,disappointment,sadness
3667,disapproval,negative
3668,disapproval,sadness
3669,disapprove,anger
3670,disapprove,disgust
3671,disapprove,fear
3672,disapprove,negative
3673,disapprove,sadness
3674,disapproved,anger
3675,disapproved,negative
3676,disapproved,sadness
3677,disapproving,anger
3678,disapproving,disgust
3679,disapproving,negative
3680,disapproving,sadness
3681,disaster,anger
3682,disaster,disgust
3683,disaster,fear
3684,disaster,negative
3685,disaster,sadness
3686,disaster,surprise
3687,disastrous,anger
3688,disastrous,fear
3689,disastrous,negative
3690,disastrous,sadness
3691,disbelieve,negative
3692,discards,negative
3693,discharge,negative
3694,disciple,trust
3695,discipline,fear
3696,discipline,negative
3697,disclaim,anger
3698,disclaim,disgust
3699,disclaim,negative
3700,disclaim,trust
3701,disclosed,trust
3702,discoloration,disgust
3703,discoloration,negative
3704,discolored,disgust
3705,discolored,negative
3706,discolored,sadness
3707,discomfort,negative
3708,discomfort,sadness
3709,disconnect,negative
3710,disconnect,sadness
3711,disconnected,negative
3712,disconnected,sadness
3713,disconnection,negative
3714,discontent,anger
3715,discontent,disgust
3716,discontent,fear
3717,discontent,negative
3718,discontent,sadness
3719,discontinue,negative
3720,discontinuity,disgust
3721,discontinuity,fear
3722,discontinuity,negative
3723,discontinuity,sadness
3724,discord,anger
3725,discord,disgust
3726,discord,negative
3727,discourage,fear
3728,discourage,negative
3729,discourage,sadness
3730,discouragement,negative
3731,discovery,positive
3732,discredit,negative
3733,discreet,anticipation
3734,discreet,positive
3735,discretion,anticipation
3736,discretion,positive
3737,discretion,trust
3738,discretionary,positive
3739,discriminate,anger
3740,discriminate,negative
3741,discriminate,sadness
3742,discriminating,disgust
3743,discriminating,negative
3744,discrimination,anger
3745,discrimination,disgust
3746,discrimination,fear
3747,discrimination,negative
3748,discrimination,sadness
3749,discussion,positive
3750,disdain,anger
3751,disdain,disgust
3752,disdain,negative
3753,disease,anger
3754,disease,disgust
3755,disease,fear
3756,disease,negative
3757,disease,sadness
3758,diseased,disgust
3759,diseased,fear
3760,diseased,negative
3761,diseased,sadness
3762,disembodied,fear
3763,disembodied,negative
3764,disembodied,sadness
3765,disengagement,negative
3766,disfigured,anger
3767,disfigured,disgust
3768,disfigured,fear
3769,disfigured,negative
3770,disfigured,sadness
3771,disgrace,anger
3772,disgrace,disgust
3773,disgrace,negative
3774,disgrace,sadness
3775,disgraced,anger
3776,disgraced,disgust
3777,disgraced,negative
3778,disgraced,sadness
3779,disgraceful,anger
3780,disgraceful,disgust
3781,disgraceful,negative
3782,disgruntled,anger
3783,disgruntled,disgust
3784,disgruntled,negative
3785,disgruntled,sadness
3786,disgust,anger
3787,disgust,disgust
3788,disgust,fear
3789,disgust,negative
3790,disgust,sadness
3791,disgusting,anger
3792,disgusting,disgust
3793,disgusting,fear
3794,disgusting,negative
3795,disheartened,negative
3796,disheartened,sadness
3797,disheartening,negative
3798,disheartening,sadness
3799,dishonest,anger
3800,dishonest,disgust
3801,dishonest,negative
3802,dishonest,sadness
3803,dishonesty,disgust
3804,dishonesty,negative
3805,dishonor,anger
3806,dishonor,disgust
3807,dishonor,fear
3808,dishonor,negative
3809,dishonor,sadness
3810,disillusionment,anger
3811,disillusionment,disgust
3812,disillusionment,negative
3813,disillusionment,sadness
3814,disinfection,positive
3815,disinformation,anger
3816,disinformation,fear
3817,disinformation,negative
3818,disingenuous,disgust
3819,disingenuous,negative
3820,disintegrate,disgust
3821,disintegrate,fear
3822,disintegrate,negative
3823,disintegration,negative
3824,disinterested,negative
3825,dislike,anger
3826,dislike,disgust
3827,dislike,negative
3828,disliked,anger
3829,disliked,negative
3830,disliked,sadness
3831,dislocated,anger
3832,dislocated,disgust
3833,dislocated,fear
3834,dislocated,negative
3835,dislocated,sadness
3836,dismal,disgust
3837,dismal,fear
3838,dismal,negative
3839,dismal,sadness
3840,dismay,anger
3841,dismay,anticipation
3842,dismay,fear
3843,dismay,negative
3844,dismay,sadness
3845,dismay,surprise
3846,dismemberment,disgust
3847,dismemberment,fear
3848,dismemberment,negative
3849,dismemberment,sadness
3850,dismissal,anger
3851,dismissal,disgust
3852,dismissal,fear
3853,dismissal,negative
3854,dismissal,sadness
3855,dismissal,surprise
3856,disobedience,anger
3857,disobedience,disgust
3858,disobedience,negative
3859,disobedient,anger
3860,disobedient,negative
3861,disobey,anger
3862,disobey,disgust
3863,disobey,negative
3864,disorder,fear
3865,disorder,negative
3866,disorderly,negative
3867,disorganized,negative
3868,disparage,anger
3869,disparage,disgust
3870,disparage,negative
3871,disparage,sadness
3872,disparaging,anger
3873,disparaging,disgust
3874,disparaging,negative
3875,disparaging,sadness
3876,disparity,anger
3877,disparity,disgust
3878,disparity,negative
3879,disparity,sadness
3880,dispassionate,negative
3881,dispassionate,sadness
3882,dispel,negative
3883,dispel,sadness
3884,dispersion,negative
3885,displace,negative
3886,displaced,anger
3887,displaced,fear
3888,displaced,sadness
3889,displeased,anger
3890,displeased,disgust
3891,displeased,fear
3892,displeased,negative
3893,displeased,sadness
3894,displeasure,disgust
3895,displeasure,negative
3896,disposal,negative
3897,dispose,disgust
3898,disposed,anticipation
3899,disposed,positive
3900,disposed,trust
3901,dispossessed,anger
3902,dispossessed,fear
3903,dispossessed,negative
3904,dispossessed,sadness
3905,dispute,anger
3906,dispute,negative
3907,disqualification,negative
3908,disqualified,anger
3909,disqualified,disgust
3910,disqualified,negative
3911,disqualified,sadness
3912,disqualify,negative
3913,disqualify,sadness
3914,disregard,negative
3915,disregarded,disgust
3916,disregarded,negative
3917,disreputable,anger
3918,disreputable,disgust
3919,disreputable,fear
3920,disreputable,negative
3921,disrespect,anger
3922,disrespect,negative
3923,disrespectful,anger
3924,disrespectful,disgust
3925,disrespectful,fear
3926,disrespectful,negative
3927,disrespectful,sadness
3928,disruption,anger
3929,disruption,fear
3930,disruption,negative
3931,disruption,surprise
3932,dissatisfaction,negative
3933,dissection,disgust
3934,disseminate,positive
3935,dissension,anger
3936,dissension,negative
3937,dissenting,negative
3938,disservice,anger
3939,disservice,disgust
3940,disservice,negative
3941,disservice,sadness
3942,dissident,anger
3943,dissident,fear
3944,dissident,negative
3945,dissolution,anger
3946,dissolution,fear
3947,dissolution,negative
3948,dissolution,sadness
3949,dissolution,surprise
3950,dissonance,anger
3951,dissonance,negative
3952,distaste,disgust
3953,distaste,negative
3954,distasteful,disgust
3955,distasteful,negative
3956,distillation,positive
3957,distinction,positive
3958,distorted,disgust
3959,distorted,negative
3960,distortion,negative
3961,distract,negative
3962,distracted,anger
3963,distracted,negative
3964,distracting,anger
3965,distracting,anticipation
3966,distracting,negative
3967,distraction,negative
3968,distraught,negative
3969,distraught,sadness
3970,distress,anger
3971,distress,disgust
3972,distress,fear
3973,distress,negative
3974,distress,sadness
3975,distress,surprise
3976,distressed,fear
3977,distressed,negative
3978,distressing,anger
3979,distressing,fear
3980,distressing,negative
3981,distrust,anger
3982,distrust,disgust
3983,distrust,fear
3984,distrust,negative
3985,disturbance,anger
3986,disturbance,fear
3987,disturbance,negative
3988,disturbance,sadness
3989,disturbance,surprise
3990,disturbed,anger
3991,disturbed,negative
3992,disturbed,sadness
3993,disuse,negative
3994,disused,anger
3995,disused,negative
3996,ditty,joy
3997,ditty,positive
3998,divan,trust
3999,divergent,negative
4000,divergent,surprise
4001,diverse,negative
4002,diverse,positive
4003,diversified,positive
4004,diversion,positive
4005,diversion,surprise
4006,divested,negative
4007,divestment,negative
4008,divination,anticipation
4009,divinity,positive
4010,divorce,anger
4011,divorce,disgust
4012,divorce,fear
4013,divorce,negative
4014,divorce,sadness
4015,divorce,surprise
4016,divorce,trust
4017,dizziness,negative
4018,dizzy,negative
4019,docked,negative
4020,doctor,positive
4021,doctor,trust
4022,doctrine,trust
4023,doer,positive
4024,dogged,positive
4025,dogma,trust
4026,doit,negative
4027,doldrums,negative
4028,doldrums,sadness
4029,dole,negative
4030,dole,sadness
4031,doll,joy
4032,dolor,negative
4033,dolor,sadness
4034,dolphin,joy
4035,dolphin,positive
4036,dolphin,surprise
4037,dolphin,trust
4038,dominant,fear
4039,dominant,negative
4040,dominate,anger
4041,dominate,fear
4042,dominate,negative
4043,dominate,positive
4044,domination,anger
4045,domination,fear
4046,domination,negative
4047,domination,sadness
4048,dominion,fear
4049,dominion,trust
4050,don,positive
4051,don,trust
4052,donation,positive
4053,donkey,disgust
4054,donkey,negative
4055,doodle,negative
4056,doom,fear
4057,doom,negative
4058,doomed,fear
4059,doomed,negative
4060,doomed,sadness
4061,doomsday,anger
4062,doomsday,anticipation
4063,doomsday,disgust
4064,doomsday,fear
4065,doomsday,negative
4066,doomsday,sadness
4067,doubt,fear
4068,doubt,negative
4069,doubt,sadness
4070,doubt,trust
4071,doubtful,negative
4072,doubting,negative
4073,doubtless,positive
4074,doubtless,trust
4075,douche,negative
4076,dour,negative
4077,dove,anticipation
4078,dove,joy
4079,dove,positive
4080,dove,trust
4081,downfall,fear
4082,downfall,negative
4083,downfall,sadness
4084,downright,trust
4085,downy,positive
4086,drab,negative
4087,drab,sadness
4088,draft,anticipation
4089,dragon,fear
4090,drainage,negative
4091,drawback,negative
4092,dread,anticipation
4093,dread,fear
4094,dread,negative
4095,dreadful,anger
4096,dreadful,anticipation
4097,dreadful,disgust
4098,dreadful,fear
4099,dreadful,negative
4100,dreadful,sadness
4101,dreadfully,disgust
4102,dreadfully,fear
4103,dreadfully,negative
4104,dreadfully,sadness
4105,dreadfully,surprise
4106,dreary,negative
4107,dreary,sadness
4108,drinking,negative
4109,drivel,disgust
4110,drivel,negative
4111,drone,negative
4112,drool,disgust
4113,drooping,negative
4114,drought,negative
4115,drown,fear
4116,drown,negative
4117,drown,sadness
4118,drowsiness,negative
4119,drudgery,negative
4120,drugged,sadness
4121,drunken,disgust
4122,drunken,negative
4123,drunkenness,negative
4124,dubious,fear
4125,dubious,negative
4126,dubious,trust
4127,duel,anger
4128,duel,anticipation
4129,duel,fear
4130,duet,positive
4131,duke,positive
4132,dull,negative
4133,dull,sadness
4134,dumb,negative
4135,dummy,negative
4136,dumps,anger
4137,dumps,negative
4138,dumps,sadness
4139,dun,negative
4140,dung,disgust
4141,dungeon,fear
4142,dungeon,negative
4143,dupe,anger
4144,dupe,negative
4145,duplicity,anger
4146,duplicity,negative
4147,durability,positive
4148,durability,trust
4149,durable,positive
4150,durable,trust
4151,duress,anger
4152,duress,disgust
4153,duress,fear
4154,duress,negative
4155,duress,sadness
4156,dust,negative
4157,dutiful,anticipation
4158,dutiful,positive
4159,dutiful,trust
4160,dwarfed,fear
4161,dwarfed,negative
4162,dwarfed,sadness
4163,dying,anger
4164,dying,disgust
4165,dying,fear
4166,dying,negative
4167,dying,sadness
4168,dynamic,surprise
4169,dysentery,disgust
4170,dysentery,negative
4171,dysentery,sadness
4172,eager,anticipation
4173,eager,joy
4174,eager,positive
4175,eager,surprise
4176,eager,trust
4177,eagerness,anticipation
4178,eagerness,joy
4179,eagerness,positive
4180,eagerness,trust
4181,eagle,trust
4182,earl,positive
4183,earn,positive
4184,earnest,positive
4185,earnestly,positive
4186,earnestness,positive
4187,earthquake,anger
4188,earthquake,fear
4189,earthquake,negative
4190,earthquake,sadness
4191,earthquake,surprise
4192,ease,positive
4193,easement,positive
4194,easygoing,positive
4195,eat,positive
4196,eavesdropping,negative
4197,economy,trust
4198,ecstasy,anticipation
4199,ecstasy,joy
4200,ecstasy,positive
4201,ecstatic,anticipation
4202,ecstatic,joy
4203,ecstatic,positive
4204,ecstatic,surprise
4205,edict,fear
4206,edict,negative
4207,edification,anticipation
