user_id,user_screen_name,created_at,mid,text,comments,shares,likes,Angry,Awe,Disgust,Fear,Joy,Sadness,Surprise
7276195549,公方彬在思想,03月06日 22:46,4876425772142653,"我认为这其中反映着美国对中国的误读误解：
一个是误读了中国共产党反腐的决心，似乎我们只反国内贪官，不反财产转移到国外的贪官。
另一个是误以为中国的官员也像俄罗斯官员那样腐败，很多人有很多财产转移到美国等西方国家。
因为有了两个误读误解，才如此明目张胆的威胁中 展开全文c",52.0,15.0,341.0,0,0,6,0,0,0,0
5617343770,非于KAKA,03月06日 22:45,4876425519432600,"读书人的日常

天气惊人的差。出租车玻璃上贴了淡紫色的膜，魔幻滤镜。原谅我一回来就喉咙痛，而且忙到心情不佳
昨夜失眠看了头两章纳博科夫的《玛丽》。爱情究竟是什么。初恋的美好回忆，与不可言说的思乡，与俄罗斯的旧时光交织在一起。又哀又美。

“逆向的思乡，即渴望去到又一个陌生的地方 展开全文c",15.0,3.0,18.0,0,6,1,0,1,1,1
2201674061,奶酪欧尼,03月06日 22:44,4876425255191149,"拼夕夕互助#互助拼多多# 0.3r出一次助力，可接多量。提供过程截图，可先刀后米

【还有少量新人】

2r 5次 5r20次 10r50次
支持先用后付！

我也是，在法国和瑞士待久了都有点吃不惯中餐了，另外附上法国和瑞士得地道食品在俄罗斯待久 ???在俄罗斯待久了 ???",0.0,0.0,0.0,0,2,0,0,1,0,0
2209730323,融媒体张灏,03月06日 22:43,4876425222688426,"【#俄罗斯顶级科学家被勒死家中#，系俄新冠疫苗研发者之一】当地时间3月2日，俄罗斯顶级科学家安德烈·博蒂科夫（Andrey Botikov）在位于莫斯科西北部的公寓里被人用皮带勒死。俄罗斯联邦调查委员会称，正对这起谋杀案进行调查。

博蒂科夫是俄罗斯国家流行病学和微生物学研究中心的高级研究员，曾在俄 展开全文c",0.0,0.0,0.0,0,1,0,0,0,0,0
3490006471,Carlos-沉睡的记忆,03月06日 22:43,4876425209841243,"坚守在巴赫穆特。
#关注俄乌局势最新进展##俄罗斯乌克兰##乌克兰#",0.0,1.0,5.0,0,1,0,0,0,0,0
7577432788,呆湾呱呱叫,03月06日 22:42,4876424802996386,德国渐渐“独立自主”了，浪子回头金不换哈，在慕尼黑会议不仅大喇喇的使用华为5G设备，近日朔尔茨去华府聆训回德后，也未答应拜登要其谴责“中国军援俄罗斯”的谎言…,0.0,0.0,2.0,0,2,1,0,0,0,0
2189976062,擒龙头抓妖股,03月06日 22:41,4876424643348759,"今日看盘 人民币在俄罗斯的交易量出现大幅度增长。#财经#
2022年2月份时候，美元在俄罗斯的交易量占到了87.6%，欧元占到了11.9%，而人民币才占到0.32%。但是自从美国制裁俄罗斯之后，美元在俄罗斯的交易量出现大幅度下滑，从去年2月份的87.6%降低到了今年2月的38%，欧元的比例变为了21.2%，而 展开全文c",0.0,0.0,126.0,0,0,0,0,1,0,0
7798156814,怕黑不说话,03月06日 22:40,4876424421578308,"俄罗斯跟乌克兰的土地问题，其实还是关键资源问题。那几个小地方都是重地。
土地主=权问题，如果回顾历史也就两百年那种间隔，历史上俄罗斯打下来为乌克兰那里争取的还少吗？
这些真难说，靠边站的人，也就是多选择一面。
连坡地都强调权完整性，也就是某个时期来说，还是西方观点影响的。。。

乌克兰 展开全文c",1.0,0.0,0.0,0,2,0,0,0,0,0
6405076830,万能小子,03月06日 22:40,4876424244369921,看看俄罗斯人??到底有多懒？  L奇闻盘点的微博视频,0.0,0.0,0.0,0,0,0,0,0,0,1
6244553417,今日俄罗斯RT,03月06日 22:38,4876423855346554,一起欣赏浪漫的北极光【#俄罗斯北德文斯克市夜空现北极光#】3月6日，俄罗斯阿尔汉格尔斯克州北德文斯克市居民在社交媒体上上传了其拍摄到的北极光画面。 L今日俄罗斯RT的微博视频,6.0,11.0,84.0,0,1,0,0,0,0,0
1083420550,戴和平律师,03月06日 22:36,4876423434603295,《18：2，印度G20的背叛，让中国成唯一站在俄罗斯一边的国家》 O18：2，印度G20的背叛，让中国成唯一站在俄罗斯一边的国家 来自@网易新闻客户端 #网易新闻#,0.0,0.0,0.0,0,0,2,0,0,0,0
1826843991,一个让世界嫉妒的男人,03月06日 22:35,4876423182944464,俄罗斯 苏-25 在特别军事行动任务区 #乌克兰俄罗斯爆发军事冲突##英国军情六处##俄乌局势# L一个让世界嫉妒的男人的微博视频,5.0,13.0,55.0,0,0,1,0,0,0,0
1851829487,发现者123456789,03月06日 22:34,4876422914772613,《1997年乔·拜登 (Joe Biden) 在大西洋理事会的演讲： 俄罗斯人对我说，‘如果你继续扩大北约；我们要和中国交朋友。’我几乎笑了起来；我几乎无法控制自己，我说，“祝你们好运。如果你在中国不行，试试伊朗。 ”》1997年乔·拜登 (Joe Biden) 在大西洋理O网页链接,0.0,0.0,0.0,0,0,0,0,0,1,0
1649755443,1zuohong67,03月06日 22:32,4876422223237563,俄罗斯成功阻止一起对知名人士的谋杀事件 O俄罗斯成功阻止一起对知名人士的谋杀事件,0.0,0.0,0.0,0,0,2,0,2,0,0
3686514793,莫言夕凌,03月06日 22:31,4876422034493015,莫斯科多个地点增设“铠甲”防空系统，普京参加闭门会议：加强反恐安全保护，俄媒：俄罗斯别尔哥罗德州 防空系统启动击落3枚导弹！#国际新闻 #俄罗斯 ##快手# @快手 L三明市融媒体中心的快手视频,0.0,0.0,0.0,0,0,0,0,1,0,0
6550209635,康乐春秋,03月06日 22:31,4876422005658764,IMF总裁好闲事，多次抨击中国，疫情防控政策，像森林大火蔓延，拖累全球经济，1/3国家陷入衰退。极力吹捧美国，结果适得其反，中国更有韧性，已经全面复苏。西方非常的错愕，还处于疫情中，依然无法复苏。美国还搞零元购，治安处于混乱中，却幻想搞垮俄罗斯？,0.0,0.0,0.0,0,2,5,0,2,1,1
2376534624,美东侨报,03月06日 22:31,4876421971056152,【俄称乌袭击布良斯克州平民 乌方予以否认】俄罗斯布良斯克州州长2日称，乌克兰人员自乌克兰境内潜入该州克利莫夫斯基区并发动袭击，目前造成2人死亡。受此影响，俄总统普京取消了当日的国内行程，乌克兰方面则对此予以否认。>> O网页链接,0.0,1.0,0.0,0,1,0,0,0,0,0
7399894004,沙姆雄狮_EL,03月06日 22:30,4876421804326985,"俄罗斯军队使用无人机引导炮兵打击树林中的一队乌克兰步兵，乌军撤离伤兵时又吃了炮弹，伤兵被丢下。

#俄乌局势新进展##俄乌局势# L沙姆雄狮_EL的微博视频",2.0,10.0,53.0,0,0,0,0,0,3,0
2197546765,蝶儿的背囊,03月06日 22:30,4876421753475450,这场战争完全可以避免，中国主张谈判解决纷争，而美国，北约，泽连斯基不答应，非要战场上一决雌雄，非要走美国“战斗只剩下一个乌克兰人”，北约不断东扩直到威胁俄罗斯安全……这场战争……#关注俄乌局势最新进展# O网页链接,0.0,0.0,0.0,0,0,2,0,2,0,0
1770182721,weaverbird,03月06日 22:29,4876421627385788,"俄罗斯联邦总统上海合作组织事务特别代表、外交部无任所大使哈基莫夫访问北京后发表的声明：

俄罗斯等国支持白俄罗斯加快加入上合组织；",0.0,0.0,0.0,0,1,0,0,0,0,0
5602641718,你要乖乖的鸭123,03月06日 22:29,4876421488447932,"#俄罗斯地接##俄罗斯导游##俄罗斯旅游签#
亲故们，国门打开，来俄罗斯旅游吧！
签证30/90天办理中
莫斯科专业导游地接，让您出行无忧！ L你要乖乖的鸭123的微博视频",3.0,0.0,1.0,0,1,0,0,0,0,0
5401584511,MooovTeam,03月06日 22:28,4876421367858225,"MooovTeam 这是我们在广告中制作的视觉效果的成果。
Mooov俄罗斯电影特效制作公司

#mov##move##moov##mooov##movteam##moovteam##mooovteam##moveyourdream##moovyourdream##mooovyourdream##movCG##movVFX##moovCG##moovVFX##mooovCG##mooovVFX##mooov视觉效果##mooov特效##mooov电脑视觉效果# 展开全文c",0.0,0.0,1.0,0,1,0,0,0,0,0
6686390506,早C晚E废学家,03月06日 22:26,4876420876337700,"真好，很高兴最近又重新燃起了对文字的热爱，因为想刻画不同的人设，于是在补e的影视作品时，认认真真琢磨人物形象和时代背景，像学生时代那样咬文嚼字的写感悟。我只是在做这件事的时候就感到无尽快乐，对我会因这些作品做出怎样的二度创作而感到期待。

我看麦狗，看俄罗斯的漫天大雪，看绿皮火车在 展开全文c",0.0,0.0,2.0,0,2,1,0,2,0,0
1599352062,教书人语,03月06日 22:26,4876420810017124,"俄罗斯，一年的军费开支通常是600-700亿美元左右，而欧美等西方国家，这一年援助给乌克兰的总额即相当于俄一年军费开支的2倍还多。

这一战争，之所以迟迟不能停下来，与此有很大关系",0.0,0.0,0.0,0,1,1,0,0,0,0
6585541590,剑檐琴心,03月06日 22:26,4876420776728796,狛枝这里好帅！俄罗斯转盘最高难度都能成功不愧是超高校级的幸运,0.0,0.0,2.0,0,2,0,0,2,0,0
7819315241,搞笑姐姐2023,03月06日 22:25,4876420608956835,俄罗斯和中国这座不是一般的桥，是连着友谊的桥梁 #俄罗斯 #黑河口岸 #中俄友谊大桥 - L搞笑姐姐2023的微博视频,0.0,0.0,1.0,0,1,1,0,0,0,0
6284509007,一纸琉涟,03月06日 22:25,4876420503834847,"波兰军港囤满了北约重武器，积压了对俄罗斯五百年的恨
消息来自外媒，波兰格旦斯克军港突现大量北约国家的重型武器装备。其中以美国的M1坦克和布拉德利战车为主，总数预计不少于1000辆。

不少军事分析专家相信，这些重型武器装备将在不久后悉数交接给乌克兰，并投入到俄乌冲突的前线对抗俄罗斯军队。
展开全文c",25.0,5.0,69.0,0,2,0,0,0,1,0
2712601544,香港衛視HKS,03月06日 22:25,4876420465560162,"据塔斯社报道，近日，LV发布了一则广告片，其中带有蓝白红三种颜色的旗帜在风中飘扬，上面还印有一个黑色的符号“V”。

对此，一些网友认为，这则视频中的元素让人不禁联想到了俄罗斯国旗，是“LV支持俄罗斯”的表现。乌克兰总统办公室主任顾问波多利亚克也在社交媒体上表达了类似的批评。

波多利亚 展开全文c",3.0,0.0,7.0,0,3,1,0,0,0,0
6490045001,源艺晶_曜源,03月06日 22:24,4876420230684284,"他/她/它们说，

所以，不论是你们说的香菜、星星、红月……

其实都是印度人、尼泊尔人，在太阳宗教、牧斯林、天主教、基督教，

做的各种跳板，

哪个对自己有利，就跳哪个。

现在最后一张印度人、尼泊尔人的跳板，应该就是俄罗斯的东正教。",0.0,0.0,0.0,0,1,0,0,0,0,0
2492287940,航空新视野-赤卫,03月06日 22:23,4876420117168896,"俄罗斯空天军装备的苏-35S战斗机，有一说一，图1这样的照片不难，图2这样的照片水平很高啊。喜欢摄影的网友，大家知道图2是怎样拍的吗？
图片转自网络，侵删",12.0,8.0,24.0,0,1,0,0,0,0,0
5904094160,叁山皎月,03月06日 22:22,4876419739949216,"如果俄罗斯输了：
1、俄罗斯可能分成几个国家，然后都倒向西方。
2、俄罗斯的油田被西方控制，油价也被西方左右。
3、北约继续东扩至东亚。
4、美西方把手段复制过来亚洲这边，针对我们，我们的压力会更大。
5、俄罗斯的联合国常任理事国席位可能变成德国或者印度的。
6、世界各国更加的怕美国，会有更 展开全文c",0.0,0.0,0.0,0,0,1,0,0,0,0
5393135816,寰亚SYHP,03月06日 22:21,4876419584762034,白俄罗斯明斯克法院，以缺席判决反对派人物季哈诺夫斯卡娅15年监禁。季哈诺夫斯卡娅被指控犯有12项罪名，包括“串谋违宪夺权”。去年2月26日，她单方面宣布自己是白俄罗斯领导人，目前在国外。,46.0,11.0,318.0,0,1,2,0,0,0,0
7410831393,Flug,03月06日 22:21,4876419517649669,今天上了牌已经算完美结束了，俄罗斯历史别来烦我明天烦也行,0.0,0.0,0.0,0,1,0,0,0,0,0
2492287940,航空新视野-赤卫,03月06日 22:21,4876419505324053,俄罗斯空天军装备的苏-35S战斗机，虽然这架战斗机的涂装掉色明显，不过有一说一，这照片拍得不错啊，俄罗斯这个空军基地的空气通透度真好啊。这样的自然环境下，容易出大片。,1.0,1.0,6.0,0,1,1,0,0,0,0
7493188178,wzstywzgyb,03月06日 22:21,4876419472299499,俄罗斯铁路公司表示，在在满洲里方向的外贝加尔斯克口岸，俄方铁路运力仅仅能够满足14.2%左右的货运需求，俄罗斯企业库存堆积如山的商品无法快速变现。O针对还给中国的领土，俄罗斯有个新想法，俄方重点选在了黑瞎子岛来自@凤凰新闻客户端,0.0,0.0,0.0,0,1,0,1,1,0,0
6409775405,鹅毛毛丹尼尔,03月06日 22:20,4876419416983923,"🇺🇦乌克兰武装部队担心俄罗斯军队的推进，正在加强切尔诺贝利地区的力量。
“国防军正在加强切尔诺贝利地区的防御，以防北方的进攻。他们已经开始在那里建造据点和防御工事。”媒体进行了报道。
最近，那里举行了军事演习。 L鹅毛毛丹尼尔的微博视频",5.0,1.0,54.0,0,1,1,0,0,0,0
2353104594,我叫肥佬黎,03月06日 22:20,4876419311604368,"拼夕夕互助#互助拼多多# 0.3r出一次助力，可接多量。提供过程截图，可先刀后米

【还有少量新人】

2r 5次 5r20次 10r50次
支持先用后付！

我也是，在法国和瑞士待久了都有点吃不惯中餐了，另外附上法国和瑞士得地道食品在俄罗斯待久 ???在俄罗斯待久了 ???",0.0,0.0,0.0,0,2,0,0,1,0,0
6377377000,用户6377377000,03月06日 22:20,4876419290635311,//分享网易视频:《俄罗斯的战术秘笈泄露，乌克兰如获至宝！》 O俄罗斯的战术秘笈泄露，乌克兰如获至宝！ @网易新闻客户端 #网易新闻#,0.0,0.0,0.0,0,0,2,0,2,0,0
2181597154,俄罗斯卫星通讯社,03月06日 22:19,4876418952204780,【中国出生人口减少冲击教育行业】几年前，孩子“入园难”“入园贵”的问题困扰着一些中国的父母们，而现在幼儿园“一孩难求”的话题引发热烈讨论。中国专家在接受俄罗斯卫星通讯社采访时表示，出生人口减少对中国的学校招生产生了较大冲击。学校可以抓住这一时机提高教学质量，并更加重视教育资源的合 展开全文c,15.0,5.0,56.0,0,3,1,0,1,0,0
3450246104,币圈途说,03月06日 22:18,4876418935163785,"瓦格纳士兵的命运：死路一条。唉，动员兵又何尝不是这样。整个的俄罗斯仿佛被帝国梦催眠了一样，僵尸般地走向死亡。

#俄罗斯# #乌克兰# #乌克兰战争# #俄罗斯乌克兰#",2.0,0.0,4.0,0,0,1,0,0,0,0
1528265135,公民网官网,03月06日 22:18,4876418859933913,【#俄罗斯顶级科学家在家中被皮带勒死#，系俄新冠疫苗研发者之一】 #俄新冠疫苗研发者被勒死家中# 当地时间3月2日，俄罗斯顶级科学家安德烈·博蒂科夫（Andrey Botikov）在位于莫斯科西北部的公寓里被人用皮带勒死。俄罗斯联邦调查委员会称，正对这起谋杀案进行调查。博蒂科夫是俄罗斯国家流行病学和微 展开全文c,0.0,0.0,0.0,0,1,0,0,0,0,0
6338609061,用户6338609061,03月06日 22:18,4876418759265567,《西方最严厉制裁彻底失败，俄罗斯幽灵油轮出动，向全世界送货》此视频已有2138次播放，快来一起看看！O网页链接,0.0,0.0,1.0,0,0,2,1,0,0,0
5893730317,清静无为道心,03月06日 22:18,4876418708152264,为什么美帝污蔑中国企业向俄罗斯提供非致命性援助？为什么美帝污蔑中国计划向俄罗斯提供致命性援助并叫嚣让中国付出沉重代价（当然，此举是美帝玩弄宋高宗与秦桧的莫须有手段罢了）？令人想到这样的一幕：深夜，胆小如鼠之人吹着口哨孤身过坟场。两个字可概括美帝的心态：恐惧！,0.0,0.0,0.0,1,2,5,1,0,0,0
7630606656,鲁登君,03月06日 22:17,4876418633438156,"杨幂 思维的由此及彼
说到南非，自觉不自觉地会想到曼德拉；说到利比亚，自觉不自觉地会想到卡扎菲；说到伊拉克，自觉不自觉地会想到萨达姆；说到俄罗斯，自觉不自觉地会想到……当然，不同的人，会想到不同的人。",0.0,0.0,0.0,0,8,0,0,0,0,0
6377377000,用户6377377000,03月06日 22:16,4876418351628600,//分享网易视频:《俄罗斯的战术秘笈泄露，乌克兰如获至宝！》 O俄罗斯的战术秘笈泄露，乌克兰如获至宝！ @网易新闻客户端 #网易新闻#,0.0,0.0,0.0,0,0,2,0,2,0,0
5386586408,67号喜羊羊,03月06日 22:16,4876418300774087,谋杀！当地时间3月2日，俄罗斯顶级科学家安德烈·博蒂科夫（Andrey Botikov）在位于莫斯科西北部的公寓里被人用皮带勒死。 L67号喜羊羊的微博视频,12.0,29.0,46.0,0,1,1,0,0,0,0
3450246104,币圈途说,03月06日 22:13,4876417562842086,"《金融时报》写道，由于担心乌克兰随后会收到远程导弹，俄罗斯没有从伊朗购买弹道导弹。

#乌克兰##乌克兰战争##俄乌局势##俄罗斯#",0.0,0.0,1.0,0,0,1,0,0,0,0
5880819126,Uglyllliiiu,03月06日 22:13,4876417521160917,读俄罗斯文学的第一步是先去先到一张人物关系图，凭借此我不用再挣扎在人名的漩涡中。,0.0,0.0,0.0,0,2,0,0,0,0,0
6454379658,剧不慌,03月06日 22:11,4876417140266867,"俄罗斯二战军事历史片:《猎杀 T-34 (2019)》
先👍后看，求关住@剧不慌
★ 俄罗斯金鹰奖最佳导演、最佳改编剧本、最佳视觉效果奖和最佳电影等九项提名

T-34，二战时期在苏联防御中使用的苏联中型战车。

影片根据二战真实事件改编 …
L独处的纳兰88的微博视频",3.0,64.0,63.0,0,5,0,0,0,0,0
6294988897,这就是宇宙,03月06日 22:09,4876416628558596,介文汲：美国不断想通过俄乌冲突将中国大陆与俄罗斯划等号，但乌克兰不肯配合导致无法得逞#中国##台湾##俄乌局面##关注俄乌局面最新停顿# L这就是宇宙的微博视频,0.0,0.0,0.0,0,1,1,0,1,0,0
1233624795,无心可静_,03月06日 22:09,4876416555947683,如果俄罗斯输了，后果对中国危害极大，所以中国绝不能让这种情况发生，必须千方百计地曲线援助俄罗斯,2.0,0.0,6.0,0,3,2,0,0,0,0
1280325515,颜值荟萃,03月06日 22:09,4876416548864939,俄罗斯网红在街头对美女小姐姐随机采访，不得不说俄罗斯美女还是挺多的！#颜值##街拍##美女##哎呀好身材##搞笑视频##搞笑# L颜值荟萃的微博视频,0.0,0.0,0.0,0,3,0,0,0,0,0
5086160970,扎西德勒·天珠文化,03月06日 22:09,4876416505616323,俄罗斯10岁男孩遇袭中弹后，掩护2名女童藏进树林，被授予“英勇与勇气”奖章。 L扎西德勒·天珠文化的微博视频,3.0,3.0,103.0,0,2,0,0,0,0,0
1646366372,著名小飞鱼,03月06日 22:08,4876416422514462,"看电影/碟片20230302之《特工008》
少有的俄罗斯影片，从名字看不是致敬007就是挑战007.",0.0,0.0,0.0,0,1,1,0,0,0,0
5816877463,杞人忧天一二三,03月06日 22:08,4876416284625498,对乌克兰的过度挤压会不会导致其极端化？不能完全排斥这种可能性，真如此，就是俄罗斯的噩梦，也是欧洲的噩梦！,0.0,0.0,0.0,0,0,1,2,0,0,0
7331154521,3血色浪漫,03月06日 22:07,4876416149621967,"俄罗斯家里资源有的是，不止油气，很多矿产资源的探明储量都是世界第一，我在《俄乌一周年》里说过，中俄在产业上有很大的互补性。

何况客户也不止中国一个，资源是硬通货，其实是不愁卖的，就看俄罗斯愿不愿意卖。

二是长期的，重整制造业体系，创造就业和税收。

俄罗斯工业的问题在于，它依然试图 展开全文c",0.0,0.0,0.0,0,2,0,0,0,0,0
2683282073,京东乐道翁,03月06日 22:07,4876416116331090,维克多·尼古拉耶维奇·尤什科维奇 Victor Nikolaevich Yushkevich 白俄罗斯艺术家 1961-『风景画大师尤什凯维奇的绘画，无尽透彻的光，独特的森林与田野之美！』O风景画大师尤什凯维奇的绘画，无尽透彻的光，独特的森林与田野之美！,0.0,0.0,1.0,0,7,0,0,0,0,0
1051673137,小麦撒野,03月06日 22:07,4876416107417763,"苏联烈士墓

中国境内目前有58处苏联烈士墓，主要集中在东北3省、内蒙古东部、河北省北部，在武汉、重庆等城市也有零星分布。

众所周知，俄罗斯是战斗的民族，也是崇尚英雄的国度，在苏联时期，几乎每个城市的中心都是烈士陵园，由英雄塑像、长明灯广场、纪念碑和坦克雕塑（或飞机）组成，苏联解体后 展开全文c",0.0,0.0,5.0,0,4,0,0,0,1,0
6497006102,w想吃桃子,03月06日 22:07,4876415953015066,在俄罗斯待久了，回中国吃不惯中国的粉，特地让朋友给我带了罗斯粉，还是那个熟悉的感觉。,0.0,0.0,0.0,0,1,0,0,0,0,0
5583801878,霂_祈慕_774,03月06日 22:06,4876415893773091,"芙清祛痘凝胶29.9
敷尔佳敷料18.9
绽妍小水库祛痘黑面膜 19.9

我们遵旨准备返程，一切就绪了，她老人家又看着满海滩白白胖胖的俄罗斯女人好玩，跟人家“哈啰哈啰”的，有点兴趣盎然。看着渔民刚打捞的螃蟹大虾，忍不住叫我们买了，她猫在房间大快朵颐。眼看快到点了也不让收拾行装，不 展开全文c",4.0,0.0,0.0,0,0,0,0,1,0,0
6286512043,雪莉伏洛捷卜,03月06日 22:06,4876415823253591,"泪目
俄罗斯虽大 但我们已经无路可退 我们的身后就是莫斯科！",0.0,0.0,0.0,0,0,0,0,0,1,0
5594165638,战略安全与军控在线,03月06日 22:06,4876415818531763,"【俄国防部长主持会议讨论武器保障等问题】
据外媒报道，俄罗斯国防部4日表示，俄国防部长绍伊古在联合部队总部主持召开会议，重点讨论了俄军武器和弹药保障等问题。绍伊古听取了相关工作汇报，还特别强调了组织预备役人员的实战训练、军事和政治相关活动等问题。稍早前，绍伊古视察了顿涅茨克南部方向 展开全文c",0.0,0.0,2.0,0,2,0,1,0,0,0
